movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
128908;1466054;Cloudburst (2011);Cloudburst: Directed by Thom Fitzgerald. With Olympia Dukakis, Brenda Fricker, Kristin Booth, Michael McPhee. A lesbian couple escape from their nursing home and head up to Canada to get married. Along the way, they pick up a young, male hitchhiker.;Thom Fitzgerald;;Olympia Dukakis, Brenda Fricker, Kristin Booth;1 hour 33 minutes;Unknown Budget;$15,151
128914;3500822;Tom Segura: Completely Normal (TV Special 2014);Tom Segura: Completely Normal: Directed by Jay Chapman. With Tom Segura. Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.;Jay Chapman;;;1 hour 14 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128944;0119310;Honey, We Shrunk Ourselves! (Video 1997);Honey, We Shrunk Ourselves!: Directed by Dean Cundey. With Rick Moranis, Eve Gordon, Bug Hall, Robin Bartlett. This time, the adults have shrunk themselves, and the kids need to fix it.;Dean Cundey;Stuart Gordon, Brian Yuzna, Ed Naha;Rick Moranis, Eve Gordon, Bug Hall;1 hour 14 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128968;0348124;Stitch! The Movie (Video 2003);Stitch! The Movie: Directed by Tony Craig, Bobs Gannaway. With Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers. Stitch, an alien living on Earth disguised as a dog with his human family, continues his adventures when he discovers that the alien family he never knew he had is now in Hawaii, being hunted down by galactic forces.;;;Daveigh Chase, Chris Sanders, Tia Carrere;1 hour;Unknown Budget;Unknown Cumulative Worldwide Gross
128975;2637294;Hot Tub Time Machine 2 (2015);Hot Tub Time Machine 2: Directed by Steve Pink. With Rob Corddry, Craig Robinson, Clark Duke, Adam Scott. When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The three end up 10 years in the future, where they need to go to find the shooter.;Steve Pink;Josh Heald, John Karnay;Rob Corddry, Craig Robinson, Clark Duke;1 hour 33 minutes;$14,000,000 (estimated);$13,081,651
128991;3723996;Johnny Express (Short 2014);Johnny Express: Directed by Kyungmin Woo. In the year 2150, Johnny, a lazy Space Delivery Man, must deliver a package on a planet he does not fully understand.;Kyungmin Woo;;;5 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
129011;0195753;Eddie Izzard: Glorious (Video 1997);Eddie Izzard: Glorious: Directed by Peter Richardson. With Eddie Izzard, Mac McDonald, Rhona Mitra. Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations; God, in the voice of James Mason, makes several appearances. Along the way, Izzard dramatizes or comments on the search for a career, bad giraffes, Prince Philip's gaffes, toilets in French campsites, the mysteries of hopscotch, becoming one's Dad, getting a computer to print, and his court victory after being the victim of tranny bashing. Izzard calls his bits "mimes," in part because his physical comedy is sans props. Filmed at Labatt's Apollo Theatre, Izzard is in a shimmering red pants suit and low heels.;Peter Richardson;;;1 hour 39 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
129229;2290553;Northmen: A Viking Saga (2014);Northmen: A Viking Saga: Directed by Claudio Fäh. With Tom Hopper, Ryan Kwanten, Ken Duken, Charlie Murphy. A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.;Claudio Fäh;;Tom Hopper, Ryan Kwanten, Ken Duken;1 hour 37 minutes;Unknown Budget;$3,005,082
129250;2933474;Superforsaj! (2015);Superforsaj!: Directed by Jason Friedberg, Aaron Seltzer. With Alex Ashbaugh, Dale Pavinski, Lili Mirojnick, Andrea Navedo. A spoof on Forsaj (2001) and the following F&F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.;;;Alex Ashbaugh, Dale Pavinski, Lili Mirojnick;1 hour 39 minutes;$20,000,000 (estimated);$2,075,731
129313;2392672;Réalité (2014);Réalité: Directed by Quentin Dupieux. With Alain Chabat, Jonathan Lambert, Élodie Bouchez, Kyla Kenedy. A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.;Quentin Dupieux;;Alain Chabat, Jonathan Lambert, Élodie Bouchez;1 hour 35 minutes;Unknown Budget;$429,220
129333;2582426;Julia (2014);Julia: Directed by Matthew A. Brown. With Winter Williams, Tahyna MacManus, Jack Noseworthy, Joel de la Fuente. A neo-noir revenge thriller centering on Julia Shames, who after suffering a brutal trauma, falls prey to an unorthodox form of therapy to restore herself.;Matthew A. Brown;;Winter Williams, Tahyna MacManus, Jack Noseworthy;1 hour 35 minutes;Unknown Budget;$2,710
129354;2381941;Fokus (2015);Fokus: Directed by Glenn Ficarra, John Requa. With Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney. In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.;;;Will Smith, Margot Robbie, Rodrigo Santoro;1 hour 45 minutes;$50,100,000 (estimated);$159,162,963
129397;2247732;Marvel One-Shot: Item 47 (Video 2012);Marvel One-Shot: Item 47: Directed by Louis D'Esposito. With Lizzy Caplan, Jesse Bradford, Maximiliano Hernández, Titus Welliver. S.H.I.E.L.D. agent Sitwell is assigned to recover an abandoned Chitauri weapon being used by a young couple robbing a bank.;Louis D'Esposito;;Lizzy Caplan, Jesse Bradford, Maximiliano Hernández;12 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
129428;2555736;The Second Best Exotic Marigold Hotel (2015);The Second Best Exotic Marigold Hotel: Directed by John Madden. With Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn. As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.;John Madden;Ol Parker, John Madden;Judi Dench, Maggie Smith, Bill Nighy;2 hours 2 minutes;$10,000,000 (estimated);$85,979,176
129514;0963207;George Carlin... It's Bad for Ya! (TV Special 2008);George Carlin... It's Bad for Ya!: Directed by Rocco Urbisci. With George Carlin. It's Bad For Ya, Carlin's Emmy-nominated 14th and final HBO special from March of 2008 features Carlin's noted irreverent and unapologetic observations on topics ranging from death, religion, bureaucracy, patriotism, overprotected children and big business to the pungent examinations of modern language and the decrepit state of the American culture. Carlin once again comes up with an hour of brand new material that not only makes you laugh, but makes you think. George Carlin will always remain part of the popular lexicon for his 'Seven Dirty Words' routine, and as a comedian who was never afraid to challenge his audience.;Rocco Urbisci;;;1 hour 10 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
129657;2401097;Tracers (2015);Tracers: Directed by Daniel Benmayor. With Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron. Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.;Daniel Benmayor;Matt Johnson, T.J. Scott, Kevin Lund;Taylor Lautner, Marie Avgeropoulos, Adam Rayner;1 hour 34 minutes;$11,000,000 (estimated);$3,340,503
129659;2097298;McFarland, USA (2015);McFarland, USA: Directed by Niki Caro. With Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz. Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.;Niki Caro;Christopher Cleveland, Bettina Gilois, Grant Thompson;Kevin Costner, Maria Bello, Ramiro Rodriguez;2 hours 9 minutes;$17,000,000 (estimated);$45,710,059
129737;2358925;Unfinished Business (2015);Unfinished Business: Directed by Ken Scott. With Vince Vaughn, Tom Wilkinson, Dave Franco, Sienna Miller. A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.;Ken Scott;;Vince Vaughn, Dave Franco, Tom Wilkinson;1 hour 31 minutes;$35,000,000 (estimated);$14,431,253
129779;2636124;Ghost in the Shell: Arise - Border 1: Ghost Pain (2013);Ghost in the Shell: Arise - Border 1: Ghost Pain: Directed by Masahiko Murata, Kazuchika Kise. With Maaya Sakamoto, Ikkyû Jaku, Ken'ichirô Matsuda, Tarusuke Shingaki. In this prequel set one year after the fourth World War, cyborg and hacker extraordinaire Motoko Kusanagi from the military's 501st Secret Unit finds herself wrapped up in the investigation of a devastating bombing.;;Shirow Masamune, Tow Ubukata;Maaya Sakamoto, Ikkyû Jaku, Ken'ichirô Matsuda;58 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
129937;2199571;Tungi qochoq (2015);Tungi qochoq: Directed by Jaume Collet-Serra. With Liam Neeson, Ed Harris, Joel Kinnaman, Boyd Holbrook. Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.;Jaume Collet-Serra;;Liam Neeson, Ed Harris, Joel Kinnaman;1 hour 54 minutes;$50,000,000 (estimated);$71,661,644
130050;1991031;Digging Up the Marrow (2014);Digging Up the Marrow: Directed by Adam Green. With Ray Wise, Adam Green, Will Barratt, Josh Ethier. A documentary exploring genre based monster art takes an odd turn when the filmmakers are contacted by a man who claims he can prove that monsters are indeed real.;Adam Green;;Ray Wise, Adam Green, Will Barratt;1 hour 29 minutes;Unknown Budget;$10,969
130052;1780798;Clown (2014);Clown: Directed by Jon Watts. With Andy Powers, Laura Allen, Peter Stormare, Christian Distefano. A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.;Jon Watts;;Andy Powers, Laura Allen, Peter Stormare;1 hour 40 minutes;$1,500,000 (estimated);$4,381,603
130073;1661199;Cinderella (2015);Cinderella: Directed by Kenneth Branagh. With Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter. When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.;Kenneth Branagh;;Lily James, Cate Blanchett, Richard Madden;1 hour 45 minutes;$95,000,000 (estimated);$542,358,331
130083;2917388;Kidnapping Mr. Heineken (2015);Kidnapping Mr. Heineken: Directed by Daniel Alfredson. With Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins. The inside story of the planning, execution, rousing aftermath, and ultimate downfall of the kidnappers of beer tycoon Alfred "Freddy" Heineken in 1983, which resulted in the largest ransom ever paid for an individual.;Daniel Alfredson;;Jim Sturgess, Sam Worthington, Ryan Kwanten;1 hour 35 minutes;Unknown Budget;$3,184,017
130087;3203616;The Cobbler (2014);The Cobbler: Directed by Tom McCarthy. With Elli, Adam B. Shapiro, Evan Neumann, Allen Lewis Rickman. A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.;Tom McCarthy;;Adam Sandler, Melonie Diaz, Steve Buscemi;1 hour 39 minutes;Unknown Budget;$6,501,058
130444;2418558;Rubinrot (2013);Rubinrot: Directed by Felix Fuchssteiner. With Josefine Preuß, Florian Bartholomäi, Uwe Kockisch, Johannes Silberschneider. On her 16th birthday, Gwendolyn Shepherd finds out that instead of her cousin, she has inherited a rare gene that allows her to travel through time.;Felix Fuchssteiner;;Josefine Preuß, Florian Bartholomäi, Uwe Kockisch;2 hours 2 minutes;Unknown Budget;$5,524,381
130450;3332064;Pan (2015);Pan: Directed by Joe Wright. With Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara. Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan.;Joe Wright;;Levi Miller, Hugh Jackman, Garrett Hedlund;1 hour 51 minutes;$150,000,000 (estimated);$128,988,320
130452;1791682;While We're Young (2014);While We're Young: Directed by Noah Baumbach. With Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz. A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.;Noah Baumbach;;Ben Stiller, Naomi Watts, Adam Driver;1 hour 37 minutes;$10,000,000 (estimated);$18,117,839
130482;0041968;Too Late for Tears (1949);Too Late for Tears: Directed by Byron Haskin. With Lizabeth Scott, Don DeFore, Dan Duryea, Arthur Kennedy. Through a fluke circumstance, a ruthless woman stumbles across a suitcase filled with $60,000, and is determined to hold onto it even if it means murder.;Byron Haskin;;Lizabeth Scott, Don DeFore, Dan Duryea;1 hour 39 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
130490;2908446;Insurgent (2015);Insurgent: Directed by Robert Schwentke. With Kate Winslet, Jai Courtney, Mekhi Phifer, Shailene Woodley. Tris Prior must confront her inner demons, and with help from those closest to her, continue the fight against a powerful alliance that threatens to tear her society apart.;Robert Schwentke;Brian Duffield, Akiva Goldsman, Mark Bomback;Shailene Woodley, Ansel Elgort, Theo James;1 hour 59 minutes;$110,000,000 (estimated);$297,002,527
130498;0120471;La vérité si je mens! (1997);La vérité si je mens!: Directed by Thomas Gilou. With Richard Anconina, Richard Bohringer, Amira Casar, Vincent Elbaz. The sentimental and comedic adventures of Eddie, a non-Jew trying to pass as Jewish though totally ignorant of Jewish traditions, as he works in a Jewish community.;Thomas Gilou;;Richard Anconina, Richard Bohringer, Amira Casar;1 hour 40 minutes;FRF 24,000,000 (estimated);Unknown Cumulative Worldwide Gross
130518;0468445;The Amazing Screw-On Head (TV Movie 2005);The Amazing Screw-On Head: Directed by Chris Prynoski. With Paul Giamatti, David Hyde Pierce, Patton Oswalt, Corey Burton. A Civil War-era secret agent with an extraordinary special power serves under president Abraham Lincoln protecting America from supernatural foes. Unsold animated TV pilot adapted from a short comic book from the creator of Hellboy.;Chris Prynoski;;Paul Giamatti, David Hyde Pierce, Patton Oswalt;22 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
130520;2224026;Uy (2015);Uy: Directed by Tim Johnson. With Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez. Oh, a lovable misfit alien, runs away from his planet and takes shelter on Earth, where he befriends Tip, an adventurous young girl who is on a quest to find her displaced mother Lucy.;Tim Johnson;;Jim Parsons, Rihanna, Steve Martin;1 hour 34 minutes;$135,000,000 (estimated);$386,041,607
